time,roll,pitch,roll_error,pitch_error,roll_P,roll_I,roll_D,pitch_P,pitch_I,pitch_D,roll_output,pitch_output,total_output_mag
61.934,-0.0015538086352446647,0.010067076255715809,0.0015538086352446647,-0.010067076255715809,0.0002330712952866997,-0.0003334264669741991,0.0,-0.0015100614383573713,0.0016060291799794742,0.0,-0.00010035517168749942,9.596774162210289e-05,0.0001388559250319344
61.95,-0.0015538086352446647,0.010067076255715809,0.0015538086352446647,-0.010067076255715809,0.0002330712952866997,-0.00033292924821092077,0.0,-0.0015100614383573713,0.001602807715577645,0.0,-9.985795292422107e-05,9.274627722027375e-05,0.00013628456515847942
61.967,-0.0015538086352446647,0.010067076255715809,0.0015538086352446647,-0.010067076255715809,0.0002330712952866997,-0.0003324009532749376,0.0,-0.0015100614383573713,0.0015993849096507015,0.0,-9.932965798823792e-05,8.93234712933302e-05,0.0001335854164194232
61.984,0.0039695592413614925,0.006647759183946215,-0.0039695592413614925,-0.006647759183946215,-0.0005954338862042239,-0.0003337506034170005,-0.0006498079854830773,-0.0009971638775919322,0.0015971246715281598,0.0004022725966787758,-0.0015789924751043018,0.0010022333906150034,0.0018702109521922
62.0,0.0039695592413614925,0.006647759183946215,-0.0039695592413614925,-0.006647759183946215,-0.0005954338862042239,-0.00033502086237423615,0.0,-0.0009971638775919322,0.0015949973885892971,0.0,-0.00093045474857846,0.000597833510997365,0.0011059615481668617
62.017,0.0039695592413614925,0.006647759183946215,-0.0039695592413614925,-0.006647759183946215,-0.0005954338862042239,-0.00033637051251629905,0.0,-0.0009971638775919322,0.0015927371504667555,0.0,-0.0009318043987205229,0.0005955732728748233,0.0011058783662038715
62.034,0.0039695592413614925,0.006647759183946215,-0.0039695592413614925,-0.006647759183946215,-0.0005954338862042239,-0.00033772016265836194,0.0,-0.0009971638775919322,0.0015904769123442136,0.0,-0.0009331540488625858,0.0005933130347522814,0.0011058014451589394
62.05,0.0039695592413614925,0.006647759183946215,-0.0039695592413614925,-0.006647759183946215,-0.0005954338862042239,-0.00033899042161559764,0.0,-0.0009971638775919322,0.001588349629405351,0.0,-0.0009344243078198215,0.0005911857518134187,0.001105734769369106
62.067,0.00673443680612488,0.010910981102532552,-0.00673443680612488,-0.010910981102532552,-0.001010165520918732,-0.0003412801301296801,-0.00032527971350157503,-0.0016366471653798827,0.00158463989583049,-0.0005015555198336867,-0.001676725364549987,-0.0005535627893830795,0.0017657405556635048
62.084,0.00673443680612488,0.010910981102532552,-0.00673443680612488,-0.010910981102532552,-0.001010165520918732,-0.0003435698386437625,0.0,-0.0016366471653798827,0.001580930162255629,0.0,-0.0013537353595624944,-5.5717003124253726e-05,0.0013548814738444629
62.1,0.00673443680612488,0.010910981102532552,-0.00673443680612488,-0.010910981102532552,-0.001010165520918732,-0.0003457248584217225,0.0,-0.0016366471653798827,0.0015774386483028186,0.0,-0.0013558903793404545,-5.9208517077064156e-05,0.0013571825114119568
62.117,0.00673443680612488,0.010910981102532552,-0.00673443680612488,-0.010910981102532552,-0.001010165520918732,-0.00034801456693580495,0.0,-0.0016366471653798827,0.0015737289147279576,0.0,-0.0013581800878545369,-6.291825065192513e-05,0.001359636663711911
62.134,0.010832473627312073,0.01749640284449575,-0.010832473627312073,-0.01749640284449575,-0.0016248710440968108,-0.000351697607969091,-0.00048212197896319904,-0.0026244604266743624,0.0015677801377608292,-0.0007747554990544937,-0.002458690631029101,-0.001831435787968027,0.0030658305016031703
62.15,0.010832473627312073,0.01749640284449575,-0.010832473627312073,-0.01749640284449575,-0.0016248710440968108,-0.00035516399952983084,0.0,-0.0026244604266743624,0.0015621812888505903,0.0,-0.0019800350436266416,-0.001062279137823772,0.002246992599152292
62.167,0.010832473627312073,0.01749640284449575,-0.010832473627312073,-0.01749640284449575,-0.0016248710440968108,-0.00035884704056311697,0.0,-0.0026244604266743624,0.0015562325118834619,0.0,-0.0019837180846599277,-0.0010682279147909005,0.002253053110191894
62.184,0.010832473627312073,0.01749640284449575,-0.010832473627312073,-0.01749640284449575,-0.0016248710440968108,-0.00036253008159640304,0.0,-0.0026244604266743624,0.0015502837349163335,0.0,-0.001987401125693214,-0.001074176691758029,0.002259119031729598
